conceptId,domain,subdomain,concept,objectiveId,learningObjective,questionType,difficulty,examWeight,marylandSpecific,questionTarget,status,sourceBasis,generationPrompt
md-lh-0107,General Insurance,Insurance Contracts,Concealment,md-lh-0107-obj-6,"Apply Maryland-specific or federal rules that may affect Concealment, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Concealment' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0108,General Insurance,Insurance Contracts,Material misrepresentation,md-lh-0108-obj-1,Define Material misrepresentation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Material misrepresentation' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0108,General Insurance,Insurance Contracts,Material misrepresentation,md-lh-0108-obj-2,Identify Material misrepresentation when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Material misrepresentation' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0108,General Insurance,Insurance Contracts,Material misrepresentation,md-lh-0108-obj-3,"Compare Material misrepresentation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Material misrepresentation' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0108,General Insurance,Insurance Contracts,Material misrepresentation,md-lh-0108-obj-4,"Determine whether Material misrepresentation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Material misrepresentation' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0108,General Insurance,Insurance Contracts,Material misrepresentation,md-lh-0108-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Material misrepresentation.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Material misrepresentation' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0108,General Insurance,Insurance Contracts,Material misrepresentation,md-lh-0108-obj-6,"Apply Maryland-specific or federal rules that may affect Material misrepresentation, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Material misrepresentation' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0109,General Insurance,Insurance Contracts,Waiver,md-lh-0109-obj-1,Define Waiver and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0109,General Insurance,Insurance Contracts,Waiver,md-lh-0109-obj-2,Identify Waiver when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0109,General Insurance,Insurance Contracts,Waiver,md-lh-0109-obj-3,"Compare Waiver with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0109,General Insurance,Insurance Contracts,Waiver,md-lh-0109-obj-4,"Determine whether Waiver is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0109,General Insurance,Insurance Contracts,Waiver,md-lh-0109-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Waiver.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0109,General Insurance,Insurance Contracts,Waiver,md-lh-0109-obj-6,"Apply Maryland-specific or federal rules that may affect Waiver, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Waiver' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0110,General Insurance,Insurance Contracts,Estoppel,md-lh-0110-obj-1,Define Estoppel and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Estoppel' under General Insurance > Insurance Contracts. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
